																															Class	Blank	Blank	Blank	hyuA	hyuA	hyuA	WT	WT	WT	NA	NA	NA	NA	NA	NA
																															File type	Blank	Blank	Blank	Sample	Sample	Sample	Sample	Sample	Sample	NA	NA	NA	NA	NA	NA
																															Injection order	1	2	3	4	5	6	7	8	9	NA	NA	NA	NA	NA	NA
																															Batch ID	1	1	1	1	1	1	1	1	1	Average	Average	Average	Stdev	Stdev	Stdev
Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	GAM_UA_1	GAM_UA_2	GAM_UA_3	hyuA_UA_1	hyuA_UA_2	hyuA_UA_3	WT_UA_1	WT_UA_2	WT_UA_3	Blank	hyuA	WT	Blank	hyuA	WT
898	4.839	215.0932	Unknown	[M+H]+		0.556	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.61	WT_UA_2	215.0932:3859 216.09655:668 217.09991:488		1814	1898	1393	10233	10612	9687	11852	11364	8593	1701.60123697917	10177.2353515625	10602.6529947917	270.961607200919	464.810562789387	1757.70814096313
905	8.097	215.67221	Unknown	[M+H]+		0.111	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	81.05	WT_UA_1	215.67221:3863 216.67556:0 217.67892:0		7.51826858520508	7.51826858520508	75	22693	11177	23225	18764	9402	21860	25.0608952840169	19031.5758463542	16675.2819010417	43.4067439150806	6807.63679209258	6485.98659647749
906	4.967	216.02142	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	125.27	hyuA_UA_1	216.02142:12992 217.02477:1400 218.02813:0		1878	1916	1527	26759	27234	26336	22382	22517	21210	1773.41524251302	26776.6106770833	22036.005859375	214.421868205942	449.091726510057	718.894999767642
907	5.331	216.02191	Unknown	[M+H]+		0.333	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	286.78	WT_UA_3	216.02191:51659 217.02526:3421 218.02862:265		88	8.84195098876953	88	82626	4508	109	545	56542	159897	58.9646148681641	29081.076886495	72328.1203613281	51.0648617579022	46423.4771801459	80840.3619308334
909	1.218	216.0798	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.68	hyuA_UA_1	216.0798:6453 217.08315:695 218.08651:684		2044	1283	873	30792	26818	27519	30150	31092	26367	1400.15061442057	28376.4127604167	29203.3111979167	594.021840313546	2121.35177558892	2500.72444113712
916	2.725	217.06363	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.94	WT_UA_1	217.06363:7024 218.06698:1150 219.07034:0		148	519	110	24848	26350	22815	30308	25019	26029	258.991078694661	24670.7350260417	27118.7220052083	225.783374576899	1773.99050303666	2808.20668007127
923	2.9	217.13353	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.2	WT_UA_2	217.13353:6863 218.13688:1322 219.14024:467		5313	4752	4332	24670	21418	21352	25289	24582	22941	4799.03466796875	22480.0234375	24270.5638020833	492.193363475206	1897.02173502611	1204.7623609083
926	0.825	218.04092	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.44	hyuA_UA_3	218.04092:9384 219.04427:1189 220.04763:1371		150	69	115	10577	17389	18045	6731	12986	13736	111.365463256836	15337.2900390625	11150.8580729167	40.257711682761	4135.29114681725	3846.27132525359
930	6.047	218.12459	Unknown	[M+H]+	similar chromatogram in higher mz_1278	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28.33	hyuA_UA_1	218.12459:12426 219.12794:3753 220.1313:293		5647	5322	6587	30038	29476	29042	28113	28822	29352	5852.099609375	29518.5227864583	28762.2740885417	657.167320096911	499.167521920636	621.88239970292
941	3.11	219.11203	Unknown	[M+H]+		0.333	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.55	hyuA_UA_2	219.11203:4842 220.11538:1108 221.11874:0		641	819	816	17004	15170	14763	10003	9358	9917	758.679280598958	15645.3216145833	9759.48470052083	101.889148706113	1193.76718911636	350.10737921843
944	5.659	220.06906	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.46	WT_UA_3	220.06906:4759 221.07241:701 222.07577:0		17.9140411376953	17.9140411376953	179	8292	8223	7795	8372	8370	11177	59.7134704589844	8102.95442708333	9306.4765625	103.426764731224	269.325117657683	1620.31017702736
947	0.93	220.09937	Unknown	[M+H]+	similar chromatogram in higher mz_2145; similar chromatogram in higher mz_2632; similar chromatogram in higher mz_3256; similar chromatogram in higher mz_3140	0.778	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	59.46	WT_UA_1	220.09937:18633 221.10272:3125 222.10608:7657		12401	12474	11098	48350	39630	48001	52841	57968	58960	11990.759765625	45327.3255208333	56589.4440104167	774.232721810938	4936.75602030659	3283.7747469613
952	7.208	221.07649	Unknown	[M+H]+	similar chromatogram in higher mz_1522	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.2	hyuA_UA_1	221.07649:5444 222.07984:441 223.0832:0		3401	2987	3362	19470	17540	17967	17845	19321	17554	3249.93294270833	18325.5286458333	18240.0696614583	228.903012268986	1014.03793318432	947.516739630136
961	0.915	222.11174	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	56.73	WT_UA_1	222.11174:16821 223.11509:3599 224.11845:1116		5573	7697	6438	46400	38326	40705	50486	47378	40383	6569.17936197917	41810.3515625	46082.4361979167	1067.91362620103	4149.1034816048	5174.25410575512
964	5.34	222.12057	Unknown	[M+H]+		0.333	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	37.88	WT_UA_1	222.12057:13454 223.12392:2470 224.12728:707		681	182	180	2354	18978	14631	29018	2794	2041	347.780695597331	11987.8666992188	11284.4428304036	288.867973685684	8621.38481064755	15362.7060225418
985	0.804	225.09888	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.98	WT_UA_1	225.09888:9307 226.10223:3432 227.10559:1446		1099.93359375	1099.93359375	1099.93359375	13347	10999	11160	17707	16593	14961	0	11835.2890625	16420.2268880208	0	1311.22659699544	1381.03020714696
989	2.604	225.12303	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.95	hyuA_UA_1	225.12303:8229 226.12638:1633 227.12974:1086		3501	1741	1863	68034	61852	57863	64273	47317	56252	2368.24947102865	62582.6966145833	55947.3294270833	982.551562733724	5124.9941298204	8482.34369865283
1002	5.241	226.95103	Unknown	[M+H]+		0.111	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	122.19	hyuA_UA_2	226.95103:18214 227.95438:840 228.95774:278		1241	76	82	13980	86877	78	2222	9371	42826	466.236381530762	33644.8763987223	18139.7807617188	671.022257845078	46621.1143578781	21676.0076928861
1003	5.308	226.95114	Unknown	[M+H]+		0.333	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	575.65	WT_UA_3	226.95114:80412 227.95449:2359 228.95785:1010		1968	8.18820877075195	82	114980	198	8.18820877075195	585	115623	332343	683.177207946777	38392.83203125	149517.265828451	1113.13882354295	66326.676319416	168456.159484307
1004	5.391	226.95128	Unknown	[M+H]+		0.222	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	745.72	WT_UA_3	226.95128:64117 227.95463:2893 228.95799:756		84	8.40013656616211	8.40013656616211	123344	8.40013656616211	8.40013656616211	8.40013656616211	597	318974	28.0004552205404	41114.59375	106523.441141764	48.4982110770331	71212.5653075538	183987.417043865
1005	5.157	226.95142	Unknown	[M+H]+	similar chromatogram in higher mz_1450	0.111	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	52.89	hyuA_UA_2	226.95142:21895 227.95477:934 228.95813:338		1215	162	16.2410629272461	24422	85173	7953	2026	18262	51476	459.007807413737	39182.5231119792	23921.3372802734	659.392503575725	40671.4357890916	25206.2272693654
1033	4.301	228.17041	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.29	WT_UA_1	228.17041:4393 229.17376:1200 230.17712:1077		1844	2091	2243	10879	9245	10382	10562	9789	10844	2059.04064941406	10168.7483723958	10398.5022786458	201.460001142273	837.625621851402	545.984584531638
1044	6.035	229.11696	Unknown	[M+H]+		0.222	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.69	WT_UA_1	229.11696:5306 230.12031:1460 231.12367:393		2121	909	1776	16795	5147	6639	26840	14663	17839	1601.98520914714	9526.95540364583	19780.5823567708	624.514156846592	6338.24771203429	6316.26755286505
1057	1.788	230.05977	Unknown	[M+H]+	similar chromatogram in higher mz_2822	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.27	hyuA_UA_2	230.05977:4654 231.06312:495 232.06648:394		191	135	317	24086	24545	21588	22773	23385	21328	214.386881510417	23406.443359375	22495.5944010417	93.2261256919896	1591.33143607632	1056.24565513725
1068	4.523	230.185	Unknown	[M+H]+	similar chromatogram in higher mz_3003	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.87	WT_UA_1	230.185:10431 231.18835:1475 232.19171:232		254	129	446	23479	19371	21296	29169	22997	22362	276.562764485677	21381.76953125	24842.6848958333	159.331077448239	2055.30499797309	3760.36556638795
1069	7.14	230.62956	Unknown	[M+H]+		0.222	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	73.5	WT_UA_3	230.62956:4079 231.63291:375 232.63627:0		540	390	197	16261	13627	14017	11101	15351	18929	375.447677612305	14634.9261067708	15126.6448567708	171.827984967874	1421.33041481537	3918.81077011692
1088	3.734	232.14337	Unknown	[M+H]+		0.222	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.36	WT_UA_1	232.14337:3470 233.14672:889 234.15008:0		168	424	361	5920	5226	5338	8319	7459	6544	317.466191609701	5494.56949869792	7440.74430338542	133.009757153895	372.449113777202	887.372836637128
1096	0.958	233.13179	Unknown	[M+H]+		0.444	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.41	hyuA_UA_3	233.13179:5484 234.13514:1084 235.1385:642		804	772	1091	20162	15669	17669	11540	9937	11503	889.141255696615	17833.4427083333	10992.9811197917	175.468664390007	2250.79054857294	914.951057534979
1101	5.106	234.07126	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	160.35	hyuA_UA_2	234.07126:48052 235.07461:5011 236.07797:765		5833.509765625	5833.509765625	5833.509765625	110480	126178	80753	58335	92459	119715	0	105803.375	90169.6809895833	0	23070.9103484433	30753.7270416886
1107	4.719	234.12038	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	40.94	WT_UA_1	234.12038:9248 235.12373:5034 236.12709:542		1169	1756	1521	24284	24292	22502	27456	22947	23731	1482.1005452474	23692.400390625	24711.2174479167	295.716935104798	1031.33465801488	2408.9156633742
1108	4.504	234.1263	Unknown	[M+H]+	similar chromatogram in higher mz_1137	0.111	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.62	WT_UA_1	234.1263:4568 235.12965:7738 236.13301:1705		160	208	102	4252	2630	3526	11545	4482	2243	156.822189331055	3469.634765625	6089.76359049479	53.0800875574051	812.435421174999	4854.91443274371
1109	1.422	234.1335	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	283.28	hyuA_UA_1	234.1335:68885 235.13685:9114 236.14021:1314		5329	1478	3202	309301	286494	282164	255019	222849	241105	3336.40299479167	292653.28125	239657.817708333	1929.23127411693	14579.3010994974	16133.6611367771
1111	5.317	235.04082	Unknown	[M+H]+		0.222	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	30.87	WT_UA_2	235.04082:3475 236.04417:447 237.04753:0		59.1814331054688	59.1814331054688	59.1814331054688	2213	907	592	2040	8457	7884	0	1237.19860839844	6126.66715494792	0	859.567290879564	3550.93409413474
1118	4.629	235.16463	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	367.2	WT_UA_1	235.16463:148079 236.16798:22447 237.17134:2870		71521	76767	77812	313753	298378	291936	332434	309087	298754	75366.7395833333	301355.614583333	313424.854166667	3371.39297963442	11208.9130343427	17254.0099121103
1119	4.566	235.16483	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	85.89	WT_UA_2	235.16483:24467 236.16818:3098 237.17154:775		0.484667110443115	0.484667110443115	5	55533	54202	53896	52504	54541	54539	1.61555703481038	54543.4557291667	53861.3971354167	2.79822686681691	870.35523557285	1175.78451576538
1120	1.085	236.09373	Unknown	[M+H]+	similar chromatogram in higher mz_1747	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.03	WT_UA_1	236.09373:7112 237.09708:662 238.10044:846		1187	937	984	25458	22613	24378	33328	23984	24903	1035.69714355469	24149.59375	27404.9147135417	132.851542724324	1436.31525176238	5150.2524941564
1122	7.222	236.13748	Unknown	[M+H]+	similar chromatogram in higher mz_1284	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	31.91	WT_UA_3	236.13748:9559 237.14083:344 238.14419:220		416	132	345	30285	24431	22346	30965	31307	32458	297.465154012044	25687.4700520833	31576.9029947917	148.038920823032	4115.45416489621	782.324058531644
1131	1.301	238.07428	Unknown	[M+H]+		0.556	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.17	hyuA_UA_3	238.07428:5121 239.07763:624 240.08099:413		171	353	295	19040	18975	19387	15423	18080	17569	272.851450602214	19133.9563802083	17024.1595052083	92.8694035317185	221.484853724658	1410.02843244622
1139	5.773	239.11258	Unknown	[M+H]+	similar chromatogram in higher mz_3636	0.444	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.29	hyuA_UA_3	239.11258:4173 240.11593:380 241.11929:0		2178	1493	1643	10169	10563	11198	10994	10807	9376	1771.56722005208	10643.1481119792	10392.2477213542	360.285243629096	519.536932602936	885.109639426197
1145	7.448	239.62418	Unknown	[M+H]+	similar chromatogram in higher mz_2963	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	248.11	hyuA_UA_2	239.62418:13860 240.62753:658 241.63089:0		3244.0791015625	3244.0791015625	3244.0791015625	73808	87391	69143	32441	57656	46336	0	76780.5104166667	45477.611328125	0	9480.14066167635	12629.6299830859
1149	5.064	241.15413	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.35	WT_UA_1	241.15413:4681 242.15748:1195 243.16084:0		3005	3835	2990	18334	16005	13938	20121	18795	14389	3276.63289388021	16092.5208333333	17768.1783854167	483.536287640478	2199.12358068526	3000.98460876063
1153	5.18	242.0377	Unknown	[M+H]+		0.333	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.26	hyuA_UA_2	242.0377:5641 243.04105:543 244.04441:237		194.582727050781	194.582727050781	194.582727050781	9052	15211	2267	1946	7442	12932	0	8843.2060546875	7439.79187011719	0	6474.85866494087	5492.92064690232
1154	0.933	242.0813	Unknown	[M+H]+		0.222	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.44	WT_UA_1	242.0813:4626 243.08465:953 244.08801:997		479	524	547	8011	6928	7316	11001	8568	8082	516.438710530599	7418.4208984375	9217.10319010417	34.8346868111104	548.54587799498	1564.05127676287
1174	5.383	243.13405	Unknown	[M+H]+	similar chromatogram in higher mz_3146; similar chromatogram in higher mz_3269	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28.12	WT_UA_3	243.13405:14272 244.1374:1777 245.14076:496		4868	2418	4872	36477	28921	26260	30292	33432	35855	4052.57975260417	30552.9192708333	33192.7884114583	1415.22977112115	5300.51781754776	2789.19114211594
1208	1.772	245.14828	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	35.96	WT_UA_1	245.14828:20981 246.15163:2376 247.15499:2373		8292	11536	9039	113821	110504	106250	117371	106961	109985	9622.57845052083	110191.994791667	111439.080729167	1698.59472508177	3795.22148220079	5355.31247613632
1212	0.773	246.02077	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.81	hyuA_UA_1	246.02077:9407 247.02412:1738 248.02748:1395		11.1084373474121	11.1084373474121	111	21522	20306	16032	14926	20775	15772	37.0281244913737	19286.564453125	17157.3987630208	64.1345929280447	2883.49870247545	3161.09258033653
1213	4.069	246.03656	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	48.25	WT_UA_2	246.03656:18233 247.03991:1594 248.04327:1531		887	482	1156	57933	56904	56638	58303	59829	57592	841.504709879557	57158.3046875	58574.3098958333	339.198297627384	684.011666349002	1142.98369231206
1215	0.983	246.11606	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	49.46	hyuA_UA_1	246.11606:19659 247.11941:3350 248.12277:1407		82.5096313476563	825	82.5096313476563	92414	95010	89357	77205	75204	78492	275.032104492188	92260.1145833333	76966.8541666667	476.369578693061	2829.92490076858	1657.02212399754
1228	4.543	247.02905	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.57	hyuA_UA_2	247.02905:8495 248.0324:877 249.03576:2339		1619	1200	2280	18753	21381	17738	14895	17347	20174	1699.60660807292	19290.82421875	17472.1910807292	544.701426311561	1879.97362960522	2641.97416590462
1229	4.697	247.05905	Unknown	[M+H]+		0.222	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.48	hyuA_UA_2	247.05905:3442 248.0624:287 249.06576:358		1678	1361	1647	6654	7960	7558	6857	7182	6991	1562.05676269531	7390.71565755208	7009.88639322917	174.628682367872	668.744901504036	163.44872302975
1238	0.81	247.14409	Unknown	[M+H]+		0.333	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.16	WT_UA_1	247.14409:4561 248.14744:1166 249.1508:875		303	455	310	9878	9223	9195	12042	10231	9971	355.837392171224	9431.984375	10748.0172526042	85.7035609224234	386.617900827611	1128.2449787426
1250	1.318	248.14781	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.48	WT_UA_1	248.14781:7152 249.15116:1257 250.15452:0		338	1422	803	34762	31381	31802	34779	33280	34239	854.353434244792	32648.7565104167	34099.5533854167	544.012051875651	1842.57440343222	759.200731035664
1258	6.997	249.14435	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.33	WT_UA_1	249.14435:9115 250.1477:738 251.15106:597		3615	3955	4297	27271	25788	26158	36762	30239	26199	3955.451171875	26405.740234375	31066.6790364583	341.191832902561	772.213586573018	5330.14593160522
1261	4.719	250.09467	Unknown	[M+H]+		0.556	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.22	hyuA_UA_2	250.09467:3458 251.09802:677 252.10138:0		153	166	107	8247	7996	6958	8151	7676	7936	142.068684895833	7733.80940755208	7921.29410807292	30.836153569283	683.544915624612	237.965097647224
1263	6.776	250.15291	Unknown	[M+H]+		0.556	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.77	hyuA_UA_1	250.15291:5932 251.15626:669 252.15962:296		713	260	315	20042	21160	12707	21826	16328	11052	429.358907063802	17969.564453125	16401.98828125	246.820616606203	4591.76978793792	5387.19358447371
1276	4.512	252.10966	Unknown	[M+H]+	similar chromatogram in higher mz_2560	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.82	WT_UA_1	252.10966:7010 253.11301:1615 254.11637:1361		75	101	194	13997	10968	11809	15829	12339	12554	123.089309692383	12257.8919270833	13573.7708333333	62.6569359770568	1563.41680306488	1955.71707863349
1277	2.762	252.14467	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.89	WT_UA_1	252.14467:4783 253.14802:1377 254.15138:445		147	104	316	26760	24135	22042	26122	23291	20125	189.173355102539	24312.0462239583	23179.33984375	112.199823726593	2363.9382379054	3000.12335764244
1289	4.323	254.14972	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	42.73	WT_UA_3	254.14972:14959 255.15307:2582 256.15643:856		809	1206	1333	32137	31176	29897	34399	28960	36260	1115.86393229167	31070.0084635417	33206.3977864583	273.464320530215	1123.98429254222	3793.19260777976
1295	5.216	255.09718	Unknown	[M+H]+	similar chromatogram in higher mz_1841	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	41.54	hyuA_UA_2	255.09718:20244 256.10053:3690 257.10389:653		3046	3243	3275	50541	54479	27719	33993	45356	51165	3187.77905273438	44246.1282552083	43504.6158854167	123.895848541901	14448.0915079298	8734.52142392617
1300	5.104	256.05316	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	58.11	hyuA_UA_2	256.05316:19108 257.05651:2079 258.05987:228		78	7.84093780517578	7.84093780517578	42171	53025	26119	12131	32301	49631	26.1364593505859	40438.5930989583	31354.3121744792	45.2696755251735	13536.3041484957	18767.5665361929
1301	1.42	256.11505	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.69	hyuA_UA_1	256.11505:8138 257.1184:1430 258.12176:331		916	839	533	40779	33161	37849	33460	29662	30956	762.53721110026	37263.2096354167	31359.1588541667	202.164338830108	3842.60388053566	1930.88198640113
1310	4.639	257.14648	Unknown	[M+H]+	similar chromatogram in higher mz_1473	1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	529.08	WT_UA_1	257.14648:196075 258.14983:22015 259.15319:2790		120813	74138	116967	633742	617293	625078	647555	651037	639908	103972.776041667	625371.270833333	646166.75	25909.1015999908	8228.44852581136	5693.0431445839
1314	3.578	258.10788	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.6	WT_UA_2	258.10788:8118 259.11123:1171 260.11459:481		350	402	351	35440	34352	32563	35655	36336	34311	367.332346598307	34118.5260416667	35434.2018229167	29.6418973000604	1452.66822651929	1030.68898634125
1315	4.481	258.10806	Unknown	[M+H]+		0.111	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.24	WT_UA_2	258.10806:3220 259.11141:421 260.11477:0		1440	1195	1098	9967	7473	9087	11282	11735	8700	1244.19523111979	8842.45865885417	10572.3541666667	176.335420917571	1265.2527781067	1637.2549046802
1317	0.893	258.11176	Unknown	[M+H]+		0.444	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.86	hyuA_UA_1	258.11176:4289 259.11511:2334 260.11847:0		1451	1245	508	12550	11748	11332	11724	10931	10951	1067.93660481771	11876.6546223958	11202.0065104167	495.815044246704	618.730778859406	452.401440931901
1321	6.259	258.14471	Unknown	[M+H]+	similar chromatogram in higher mz_3556	1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	415.07	hyuA_UA_1	258.14471:293849 259.14806:39355 260.15142:5602		105437	105791	106820	794501	767229	753048	757291	761529	719535	106015.96875	771593.041666667	746118.5625	718.187701116947	21068.1160814168	23119.0897593478
1323	1.843	258.27841	Unknown	[M+H]+		0.111	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.09	hyuA_UA_2	258.27841:4235 259.28176:765 260.28512:0		2078	1266	2473	1566	24455	2097	985	1298	12361	1938.80753580729	9372.58239746094	4881.25044759115	615.509159026106	13064.5131103887	6479.45242081145
1325	4.838	259.09174	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	43.48	WT_UA_1	259.09174:30446 260.09509:4091 261.09845:826		633	248	214	65831	62983	61436	70151	69129	64964	365.137151082357	63416.7630208333	68081.5611979167	232.935970613784	2229.51910629464	2747.55656144222
1339	7.38	260.17065	Unknown	[M+H]+		0.222	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.2	WT_UA_2	260.17065:3105 261.174:0 262.17736:476		1726	1472	1061	10046	9475	9954	9065	10052	10394	1419.51843261719	9825.09765625	9837.06510416667	335.414435050189	306.285764257914	690.062287162133
1358	0.891	262.0152	Unknown	[M+H]+		0.444	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.64	WT_UA_2	262.0152:3729 263.01855:453 264.02191:461		1161.16357421875	1161.16357421875	1161.16357421875	16968	16392	13146	12347	17830	11612	0	15501.7685546875	13929.6083984375	0	2060.28497646676	3397.87178906789
1359	1.64	262.0311	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	564.4	WT_UA_2	262.0311:79440 263.03445:8921 264.03781:6409		8.46168518066406	8.46168518066406	85	356997	357575	369282	368037	385328	382328	28.2056172688802	361284.541666667	378564.208333333	48.8535621685426	6931.60808040989	9239.31001805332
1363	1.356	262.11139	Unknown	[M+H]+		0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	106.57	hyuA_UA_2	262.11139:43612 263.11474:6468 264.1181:2964		3688	8244	1509	162678	169586	162411	117003	143597	139686	4480.474609375	164891.734375	133428.8203125	3436.82473878017	4067.9317425278	14359.0927086877
1375	6.825	263.08646	Unknown	[M+H]+	similar chromatogram in higher mz_1781	0.667	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.61	hyuA_UA_2	263.08646:7373 264.08981:767 265.09317:237		2907	3330	2528	24093	25648	23894	23836	26217	24919	2921.36645507813	24544.8235677083	24990.4967447917	401.300659654069	960.13580737798	1192.11689832879
1385	1.638	264.02777	Unknown	[M+H]+		0.333	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	26.09	hyuA_UA_2	264.02777:6942 265.03112:757 266.03448:282		129	74	207	30920	33563	32432	32552	33681	33759	136.799105326335	32304.8333333333	33330.6236979167	67.186458142062	1326.23340252921	675.129383355682
